Devil's Due (2014), Horror| Mystery| Thriller,17-Jan-14,USA,R,4.1,89 min,English|Spanish|Latin,"$7,000,000 ","Directed by Matt Bettinelli-Olpin, Tyler Gillett. With Allison Miller, Zach Gilford, Sam Anderson, Roger Payano. After a mysterious, lost night on their honeymoon, a newlywed couple finds themselves dealing with an earlier-than-planned pregnancy."
1920 London (2016), Horror| Mystery,6-May-16,USA,,4.1,120 min,Hindi,,"Directed by Dharmendra Suresh Desai. With Sharman Joshi, Meera Chopra, Vishal Karwal, Surendra Pal. After her husband is possessed by an evil spirit, a woman turns to her former lover to perform an exorcism."
At the Devil's Door (2014), Horror,8-Aug-14,USA,NOT RATED,4.8,91 min,English,,"Directed by Nicholas McCarthy. With Ashley Rickards, Nick Eversman, Michael Massee, Mark Steger. A real-estate agent finds herself caught up in something sinister when she has to sell a house with a dark past and meets the troubled teen who used to live there."
Hangman (2015), Horror| Thriller,9-Feb-16,USA,,4.7,85 min,English,,"Directed by Adam Mason. With Jeremy Sisto, Kate Ashfield, Ryan Simpkins, Ty Simpkins. Returning from vacation, the Miller family find their home has been broken into. After cleaning up the mess they continue with their lives, shaking off the feeling of being violated. But little do they know the nightmare has just begun."
Pitchfork (2016), Horror,13-Jan-17,USA,NOT RATED,3,94 min,English,,"Directed by Glenn Douglas Packard. With Daniel Wilkinson, Brian Raetz, Lindsey Nicole, Ryan Moore. After sharing a secret about himself, Hunter brings a group of friends from NYC back to his family farm for a weekend break. They quickly learn that secrets can be deadly as they are stalked by a twisted and disturbed beast, Pitchfork."
Central Park (2017), Horror| Thriller,6-Jun-17,USA,,7.6,90 min,English,,"Directed by Justin Reinsilber. With Grace Van Patten, Ruby Modine, Marina Squerciati, Michael Lombardi. Central Park is a unique, genre bending thriller/horror film that spans one night in the worlds' most famous park. Six best friends, high school students, prepare for a night of fun. School is boring, family life unbearable, and Harold and his friends have turned Central Park into their 'spot'. Young and invincible; Harold and his crew own this city. Unbeknownst to them, a revenge-seeking ..."
The Apparition (2012), Horror| Thriller,24-Aug-12,USA,PG-13,4.1,83 min,English,"$17,000,000 ","Directed by Todd Lincoln. With Ashley Greene, Sebastian Stan, Tom Felton, Julianna Guill. A couple is haunted by a supernatural presence that is unleashed during a college experiment."
Haunt (2014), Horror| Mystery| Romance,20-Mar-14,Kuwait,R,5.2,86 min,English,,"Directed by Mac Carter. With Jacki Weaver, Liana Liberato, Harrison Gilbertson, Ione Skye. An introvert teen befriends his new neighbor, and together the couple begin to explore the haunted house that his family has just purchased."
The Circle (2015), Drama| Fantasy| Horror| Mystery| Thriller,18-Feb-15,Sweden,,5.9,144 min,Swedish,,"Directed by Levan Akin. With Josefin Asplund, Helena Engström, Miranda Frydman, Irma von Platen. An otherworldly evil is slipping into a small town in Sweden. Six unrelated girls have been chosen to fight this evil. Together they must overcome their differences in order to save themselves and the world."
Rosewood Lane (2011), Horror| Thriller,5-Jul-12,Russia,R,4.6,97 min,English,,"Directed by Victor Salva. With Rose McGowan, Lin Shaye, Ray Wise, Lesley-Anne Down. When radio talk show psychiatrist, Dr. Sonny Blake, moves back to her hometown, she takes notice of her neighborhood paper boy's unusual behavior."
The Shadow Within (2017), Crime| Horror,2017,USA,,,,English,,"Directed by Tiago Mesquita. With Lindsay Lohan, Charlotte Beckett, Gianni Capaldi, Dominik Madani. A private investigator must unravel the murder of her uncle while keeping the secret that she is a descendant from a line of werewolves."
ATM (2012), Horror| Thriller,2-Mar-12,USA,R,4.7,90 min,English,"$3,000,000 ","Directed by David Brooks. With Alice Eve, Josh Peck, Brian Geraghty, Mike O'Brian. On a late night visit to an ATM, three co-workers end up in a desperate fight for their lives when they become trapped by an unknown man."
The Devil's Dolls (2016), Horror| Thriller,16-Sep-16,USA,NOT RATED,4.2,85 min,English,,"Directed by Padraig Reynolds. With Christopher Wiehl, Kym Jackson, Tina Lifford, Samantha Smith. In the aftermath of the hunt for a serial killer, an ancient curse consumes a city, causing a series of brutal murders and pitting a detective against the clock to save his daughter's life."
Bloodsucking Bastards (2015), Comedy| Horror,22-Jan-15,USA,NOT RATED,5.7,86 min,English,,"Directed by Brian James O'Connell. With Fran Kranz, Pedro Pascal, Joey Kern, Joel Murray. An action-packed horror comedy, BLOODSUCKING BASTARDS stars Fran Kranz as Evan, a dutiful and overworked employee stuck at a soul-killing corporation with his beautiful co-worker and girlfriend Amanda (Emma Fitzpatrick) and his slacker best friend Tim (Joey Kern). Evans world begins to crumble when Amanda dumps him and his boss Ted (Joel Murray) hands his coveted promotion to his nemesis Max (..."
The Covenant (2017), Horror,7-Feb-17,USA,,3.3,,English,,"Directed by Robert Conway. With Monica Engesser, Owen Conway, Clint James, Sanford Gibbons. After the tragic deaths of her husband and daughter, Sarah Doyle moves back to her childhood home with her estranged brother, Richard. It's not long before Sarah begins to experience supernatural phenomena of a violent and hostile nature. Bewildered and desperate, Richard enlists the aid of a paranormal investigator who confirms that Sarah has become possessed by a powerful demon. Together, the ..."
Chained (2012), Horror| Thriller,18-Jul-13,South Korea,R,6.4,94 min,English,,"Directed by Jennifer Lynch. With Vincent D'Onofrio, Eamon Farren, Evan Bird, Julia Ormond. Bob, a cab-driving serial killer who stalks his prey on the city streets alongside his reluctant protégé Tim, who must make a life or death choice between following in Bob's footsteps or breaking free from his captor."
Nymph (2014), Drama| Fantasy| Horror| Thriller,1-May-14,Serbia,NOT RATED,4.1,94 min,English|Serbian,,"Directed by Milan Todorovic. With Kristina Klebe, Franco Nero, Natalie Burn, Dragan Micanovic. Two young American women go on a Mediterranean vacation and uncover the watery lair of a killer mermaid hidden beneath an abandoned military fortress. What was once a carefree adventure becomes a deadly fight for survival."
Death Note: Light Up the New World (2016), Crime| Drama| Horror| Sci-Fi| Thriller,29-Oct-16,Japan,,5.9,135 min,Japanese|English|Portuguese|Arabic|French,,"Directed by Shinsuke Sato. With Tatsuya Fujiwara, Ken'ichi Matsuyama, Erika Toda, Masaki Suda. An update to the ""Death Note"" series in which a mysterious notebook contains deadly powers."
Father's Day (2011), Action| Comedy| Horror,11-Jan-14,Japan,NOT RATED,6,99 min,English,"$10,000 ","Directed by Adam Brooks, Jeremy Gillespie, Matthew Kennedy. With Adam Brooks, Matthew Kennedy, Conor Sweeney, Amy Groening. A murderer, a priest, and a delinquent try to bring down a father-killing madman."
Frankenstein's Army (2013), Horror,2-Nov-13,Japan,R,5.3,84 min,English,,"Directed by Richard Raaphorst. With Robert Gwilym, Hon Ping Tang, Alexander Mercury, Luke Newberry. Toward the end of World War II, Russian soldiers pushing into eastern Germany stumble across a secret Nazi lab, one that has unearthed and begun experimenting with the journal of one Dr. Victor Frankenstein. The scientists have used the legendary Frankenstein's work to assemble an army of super-soldiers stitched together from the body parts of their fallen comrades -- a desperate Hitler's last ..."
The Ice Cream Truck (2017), Comedy| Horror| Mystery| Thriller,18-Aug-17,USA,,4.3,96 min,English,,"Directed by Megan Freels Johnston. With Deanna Russo, Emil Johnsen, John Redlinger, Sam Schweikert. Mary moves back to her suburban hometown, to find that the suburbs are scarier in more ways than she ever remembered."
The Chosen (2015), Horror| Thriller,24-Jul-15,USA,R,3.6,88 min,English,,"Directed by Ben Jehoshua. With Kian Lawley, Elizabeth Keener, Angelica Chitwood, Chris Gann. When a child-stealing demon attaches itself to a little girl, her family is thrust into a battle against time in order to save the girl and send the demon back to hell."
Extinction (2015), Drama| Horror| Sci-Fi,31-Jul-15,USA,R,5.8,112 min,English,"  €7,000,000  ","Directed by Miguel Ángel Vivas. With Matthew Fox, Jeffrey Donovan, Quinn McColgan, Clara Lago. And suddenly, overnight, the world came to a halt. Two men, two survivors, one kid, and hatred that separates them. A place forgotten by everyone, including the creatures that inhabit the Earth... until now."
Abattoir (2016), Horror| Mystery| Thriller,9-Dec-16,USA,R,4.4,98 min,English,,"Directed by Darren Lynn Bousman. With Jessica Lowndes, Joe Anderson, Lin Shaye, Dayton Callie. An investigative reporter teams up with a police officer to solve the mystery of why a seemingly good man murdered her sister's family."
Detention (2011), Comedy| Horror| Sci-Fi,13-Apr-12,USA,R,5.8,,English,"$10,000,000 ","Directed by Joseph Kahn. With Josh Hutcherson, Shanley Caswell, Spencer Locke, Dane Cook. As a copycat killer named after movie villain Cinderhella stalks the student body at Grizzly Lake High School, a group of co-eds band together to survive while serving detention."
A Haunting at Silver Falls (2013), Horror| Thriller,28-May-13,USA,NOT RATED,4.8,96 min,English,"$2,500,000 ","Directed by Brett Donowho. With Steve Bacic, Tara Westwood, Alix Elizabeth Gitter, James Cavlo. A small town is haunted by the twin daughters of a wrongfully convicted man. Young Jordan is sent down the path to who the real killer is, only to find the killer is very close to her."
Ratter (2015), Drama| Horror| Thriller,12-Feb-16,USA,R,4.6,80 min,English,"$500,000 ","Directed by Branden Kramer. With Ashley Benson, Matt McGorry, Kaili Vernoff, Rebecca Naomi Jones. A young graduate student is tormented by a stalker who hacks into her electronic devices and monitors her every move."
Berserk: The Golden Age Arc I - The Egg of the King (2012), Animation| Action| Adventure| Drama| Fantasy| Horror| War,26-Apr-12,Russia,TV-MA,7.7,76 min,Japanese|English,,"Directed by Toshiyuki Kubooka. With Hiroaki Iwanaga, Carrie Keranen, Takahiro Sakurai, Kevin T. Collins. He trusts no one, only his sword."
Stitches (2012), Comedy| Horror,26-Oct-12,Ireland,R,5.7,86 min,English,,"Directed by Conor McMahon. With Ross Noble, Tommy Knight, Eoghan McQuinn, Gemma-Leah Devereux. A clown comes back from the dead to haunt those who took his life during a fatal party mishap."
Sleeping Beauty (2014), Adventure| Fantasy| Horror,16-Jul-14,South Korea,TV-14,2.7,89 min,English,,"Directed by Casper Van Dien. With Finn Jones, Grace Van Dien, Catherine Oxenberg, Casper Van Dien. When a young Prince and his trusted aid learn of a beautiful Princess's cursed eternal slumber, they embark on a journey to rescue her. They must battle an evil queen and legions of undead monsters before she will be free."
Day of Reckoning (2016), Action| Horror| Sci-Fi,8-Oct-16,USA,,3.3,85 min,English,,"Directed by Joel Novoa. With Jackson Hurst, Heather McComb, Jay Jay Warren, Hana Hayes. Fifteen years ago evil creatures from the underworld plagued the Earth with the intent of eliminating mankind. Dubbed the Day of Reckoning by survivors of the hellish holocaust, warriors of mankind again must battle the forces of darkness."
Unsullied (2014), Action| Horror| Thriller,28-Aug-15,USA,R,4.3,93 min,English,"$1,500,000 ","Directed by Simeon Rice. With Rusty Joiner, Murray Gray, James Gaudioso, Cindy Karr. Follows Reagan, a track star, who is kidnapped by a pair of sociopaths after her car breaks down on a deserted road."
House on Elm Lake (2017), Horror,11-Sep-17,UK,,3.1,96 min,English,,"Directed by James Klass. With Becca Hirani, Andrew Hollingworth, Faye Goodwin, Lorena Andrea. A man convinced that Lucifer was within him brutally murdered his wife and child in satanic sacrifice. Now, years later, Eric, Hayley and their daughter Penny, move into the same house after being left unsold on the market. They think they got a good deal - but what they don't know is that the House on Elm Lake has for centuries been home to the servants of Lucifer and that it holds a treacherous..."
Resolution (2012), Horror| Mystery| Thriller,23-Jan-13,USA,NOT RATED,6.2,,English,,"Directed by Justin Benson, Aaron Moorhead. With Peter Cilella, Vinny Curran, Emily Montague, Kurt David Anderson. A man imprisons his estranged junkie friend in an isolated cabin in the boonies San Diego to force him through a week of sobriety, but the events of that week are being mysteriously manipulated."
The Lesson (2015), Drama| Horror| Thriller,29-Feb-16,UK,NOT RATED,4.3,97 min,English,"  £5,270,000  ","Directed by Ruth Platt. With Robert Hands, Evan Bendall, Michaela Prchalová, Dolya Gavanski. Two schoolboy delinquents learn a lesson that they will never forget when a teacher at the end of his tether decides to abduct them."
Faces (2014), Horror| Thriller,10-Oct-14,USA,,7.1,,English,"$1,000 ","Directed by Tom Ryan. With Tom Ryan, Paul Gmitter, Edward X. Young, Deana Demko. Frank lived alone. He had no job, no friends and no girlfriend. Then Charlie came along and everything changed."
Cub (2014), Adventure| Horror,29-Oct-14,Belgium,,5.9,84 min,Flemish|French|Dutch,,"Directed by Jonas Govaerts. With Maurice Luijten, Evelien Bosmans, Titus De Voogdt, Stef Aerts. Over-imaginative 12 year-old Sam heads off to the woods to summer scout camp with his pack convinced he will encounter a monster...and he does."
